image_path,label,row_index,template,dark_mode,subject
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00022.png,1,22,Gmail,False,Question?Do you want a different job?
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00023.png,0,23,Mobile,True,URL: http://www.livejournal.com/talkread.bml?journ...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00024.png,0,24,Mobile,True,Important: Calpine Daily And
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00025.png,0,25,Gmail,True,Important: Bod Agenda Deadlines
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00026.png,0,26,Gmail,True,Important: Start Date Hourahead
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00027.png,0,27,Gmail,False,Important: Tetco Hpl Enerfin
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00028.png,1,28,Outlook,False,PROMOTE YOUR PRODUCT OR
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00029.png,0,29,Gmail,True,Important: Culture Committee Subcommittee
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00030.png,0,30,Outlook,True,Important: Sle Call For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00031.png,1,31,Outlook,False,Sample email content for demonstration purposes. T...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00032.png,1,32,Gmail,False,Important: Lowers Blood Pressure
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00033.png,0,33,Outlook,False,Important: Release Agfl Home
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00034.png,0,34,Mobile,True,Important: Mobil Beaumont Marol
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00035.png,1,35,Gmail,False,<!--
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00036.png,0,36,Outlook,False,Important: Presentation Metals Forwarded
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00037.png,1,37,Mobile,True,Important: Premium Adult Content
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00038.png,0,38,Mobile,True,Thanks Brent: now it's clearer (to me) what's need...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00039.png,0,39,Outlook,True,Important: Words That Are
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00040.png,1,40,Outlook,False,Important: Trick How Save
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00041.png,1,41,Gmail,False,Help wanted.  We are a 14 year old fortune 500 com...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00042.png,1,42,Gmail,False,Important: Important Message Jaguar
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00043.png,0,43,Gmail,True,Important: Hpl Optimization Team
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00044.png,0,44,Mobile,True,Pity.  Reading that woman's ad and knowing Rohit f...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00045.png,1,45,Mobile,False,Important: Buy Adult Dvds
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00046.png,0,46,Mobile,True,Important: First Deliveries Comstock
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00047.png,0,47,Outlook,False,Important: New Hire Dinner
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00048.png,1,48,Mobile,False,Important: Gino Who Want
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00049.png,1,49,Outlook,True,Important: Unbelievable New Homes
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00050.png,0,50,Mobile,True,URL: http://scriptingnews.userland.com/backissues/...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00051.png,1,51,Outlook,True,Important: Discover The New
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00052.png,0,52,Mobile,False,Important: Interview Schedule For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00053.png,0,53,Mobile,False,----- Original Message -----
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00054.png,1,54,Gmail,True,Important: Important Notification Regarding
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00055.png,0,55,Mobile,True,Important: Chess Endgame Fwd
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00056.png,1,56,Gmail,True,Important: Free Portable Dvd
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00057.png,0,57,Mobile,True,Important: Today Floor Meeting
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00058.png,1,58,Mobile,True,Important: Urgent Johnson Obipacific
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00059.png,0,59,Mobile,True,Important: Open Season Notices
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00060.png,1,60,Mobile,False,Important: Refinancing Has Never
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00061.png,1,61,Mobile,True,Important: Your Home Source
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00062.png,0,62,Gmail,False,">>>>> ""TP"" == Tim Peters  writes:  >> The false po..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00063.png,0,63,Mobile,True,URL: http://boingboing.net/#85481344
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00064.png,0,64,Gmail,False,Important: Closing Linguistics Soas
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00065.png,0,65,Mobile,False,Important: Tmda Net History
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00066.png,1,66,Gmail,False,Digital Publishing Tools - Free Software Alert!
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00067.png,1,67,Outlook,True,Important: Again Are Story
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00068.png,0,68,Outlook,False,Important: Workshop Ellipsis Conjunction
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00069.png,1,69,Gmail,True,Important: Girls For You
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00070.png,0,70,Gmail,False,Important: Organization Announcement Given
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00071.png,0,71,Outlook,True,"Looks and sounds a hell of a lot like Clare's cat,..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00072.png,0,72,Gmail,True,Important: End Quarter Funds
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00073.png,0,73,Outlook,False,Important: Confirmations Just Talked
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00074.png,0,74,Gmail,False,Important: Enrononline Budgeting Method
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00075.png,0,75,Outlook,True,Important: Sum Basic Word
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00076.png,1,76,Mobile,False,We make Debt a thing of the Past!
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00077.png,0,77,Mobile,False,Important: Esther Torrego The
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00078.png,0,78,Mobile,False,Important: Query Have With
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00079.png,1,79,Gmail,False,"""Now"
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00080.png,1,80,Outlook,False,Important: Confidence Attn Manager
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00081.png,1,81,Outlook,False,Important: Current Anaiysis Hot
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00082.png,1,82,Outlook,True,re [ 11 ] bands leonardo di caprio in 1939 ? ? ? ?...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00083.png,0,83,Gmail,True,Important: Job English Keio
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00084.png,0,84,Outlook,False,"On Thu, Aug 08, 2002 at 01:40:30PM +0100, Brian O'..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00085.png,0,85,Outlook,False,Important: Summer Enron Vince
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00086.png,0,86,Outlook,True,Important: Parking Pass For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00087.png,0,87,Outlook,False,"On 9 Aug 2002, James Rogers wrote:--]my version of..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00088.png,0,88,Gmail,True,"Hi,"
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00089.png,0,89,Mobile,False,Important: Net Impact Presentation
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00090.png,1,90,Gmail,True,Important: His Face Framed
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00091.png,0,91,Outlook,False,"On 12 Sep 2002, Gary Lawrence Murphy wrote:--]"
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00092.png,0,92,Mobile,False,Important: Afro Asiatic Languages
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00093.png,1,93,Gmail,False,webcam dating is hot - - - - - - - - - - - - - - -...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00094.png,1,94,Mobile,False,Important: Have The New
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00095.png,0,95,Outlook,False,"enron / hpl actuals for june 6 , 2000 teco tap 90 ..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00096.png,1,96,Outlook,False,Important: You Been Selected
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00097.png,1,97,Outlook,False,A:link {TEX-DECORATION: none}A:active {TEXT-DECORA...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00098.png,0,98,Outlook,False,Important: Syntax East Asian
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00099.png,1,99,Mobile,False,Important: Bulker Bulker Bulker
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00100.png,1,100,Outlook,True,the permanent fix to penis enlargement limited tim...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00101.png,0,101,Gmail,True,Some interesting quotes...http://www.postfun.com/p...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00102.png,1,102,Mobile,False,Important: Investment Partnership Proposal
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00103.png,1,103,Gmail,False,Important: Increase Your Penis
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00104.png,1,104,Mobile,False,Important: New Update Defenitions
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00105.png,1,105,Outlook,False,Important: Oportunidade Cobertura Duplex
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00106.png,0,106,Mobile,False,Important: Important Notification Regarding
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00107.png,1,107,Outlook,True,Important: Inexpensive Meds Have
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00108.png,0,108,Outlook,False,Important: Wayne Tow Resume
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00109.png,1,109,Gmail,True,Important: Look Years Younger
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00110.png,0,110,Outlook,True,Is there a relatively clean way to dynamically bui...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00111.png,1,111,Gmail,True,Important: Would Like Help
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00112.png,0,112,Mobile,False,Important: Albert Trevino Tejas
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00113.png,0,113,Gmail,False,altogether. I can tell Mozilla to ignore particula...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00114.png,0,114,Gmail,False,Today a French officer called Michel Fournier is s...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00115.png,0,115,Outlook,False,"URL: http://www.newsisfree.com/click/-4,8723992,21..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00116.png,1,116,Mobile,True,Important: Does Your Business
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00117.png,1,117,Gmail,False,"Dear Computer User jlugo ,YOUR INTERNET USAGE IS B..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00118.png,0,118,Mobile,True,Important: Txu Fuel For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00119.png,0,119,Gmail,False,"hpl nom for august 15 , 2000 ( see attached file :..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00120.png,1,120,Outlook,True,Important: Offer You The
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00121.png,0,121,Outlook,False,Important: Today Commission Meeting
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00122.png,0,122,Outlook,False,Important: Enron Year End
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00123.png,0,123,Outlook,False,Important: Pluto Megs Update
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00124.png,0,124,Gmail,False,Important: Begin Forwarded Text
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00125.png,1,125,Outlook,False,Important: Question You Want
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00126.png,0,126,Mobile,True,I wrote:
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00127.png,1,127,Gmail,False,WE NEED HELP.  We are a 14 year old fortune 500 co...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00128.png,1,128,Gmail,False,Important: Blue Horseshoe Meet
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00129.png,0,129,Gmail,False,Important: Stuff Seems Combine
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00130.png,1,130,Outlook,False,Important: Important Notification Regarding
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00131.png,1,131,Outlook,True,Important: Will Cut The
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00132.png,1,132,Outlook,False,Protect your financial well-being.
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00133.png,1,133,Gmail,True,Important: Any Med For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00134.png,1,134,Mobile,False,c ; ia _ lis s _ o : ftab ' s place under tongue 1...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00135.png,1,135,Outlook,False,WE NEED HELP.  We are a 14 year old fortune 500 co...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00136.png,0,136,Mobile,False,Important: New Production Sitara
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00137.png,1,137,Mobile,False,H
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00138.png,1,138,Gmail,True,re [ 10 ] : i trust you at six male paranormalhold...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00139.png,1,139,Gmail,False,Important: Pictures Streamlined Denizen
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00140.png,0,140,Outlook,True,Important: Ceraweek Special Notice
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00141.png,0,141,Mobile,False,"URL: http://www.newsisfree.com/click/-6,8341698,14..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00142.png,1,142,Outlook,False,Important: Paliourg Want Pills
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00143.png,0,143,Mobile,True,Important: Tiger Team Vince
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00144.png,0,144,Gmail,False,URL: http://boingboing.net/#85519806
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00145.png,0,145,Gmail,False,"enron actuals for june 30 , 2000 june 30 , 2000 te..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00146.png,0,146,Mobile,False,Digital Dispatch Weekly Newsletter
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00147.png,0,147,Outlook,True,Important: Languaging Conference Call
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00148.png,0,148,Outlook,False,Important: Home Page For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00149.png,0,149,Mobile,True,Important: Rabi Shirley Vince
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00150.png,0,150,Mobile,True,Important: Believe All You
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00151.png,0,151,Mobile,False,Elias Sinderson wrote:
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00152.png,0,152,Gmail,False,> That has the nasty side effect of placing all .p...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00153.png,1,153,Mobile,False,--------------------------------------------------...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00154.png,0,154,Mobile,True,Important: Conference Announcement First
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00155.png,0,155,Outlook,False,Important: Chamito Semitic Conference
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00156.png,1,156,Outlook,False,Important: For Your Information
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00157.png,0,157,Mobile,False,Important: Book Labelled Deduction
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00158.png,1,158,Outlook,False,With due respect and humility I write you this let...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00159.png,0,159,Outlook,True,Important: Anadarko And Union
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00160.png,1,160,Gmail,False,Important: Fwd Greetings Purchase
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00161.png,0,161,Gmail,False,Important: Physical Curve Mappings
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00162.png,0,162,Gmail,False,"hpl nom for april 7 , 2001 ( see attached file : h..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00163.png,0,163,Outlook,False,Important: Negation Slavic Languages
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00164.png,0,164,Outlook,False,Important: Seeing The Barn
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00165.png,0,165,Mobile,False,Important: Earth Day Trash
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00166.png,0,166,Gmail,False,Important: Computational Linguistics Phd
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00167.png,1,167,Mobile,True,"Beautiful,Custom Websites for $359 Complete!"
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00168.png,0,168,Outlook,False,"Wednesday August 28, 2002"
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00169.png,0,169,Gmail,True,URL: http://scriptingnews.userland.com/backissues/...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00170.png,0,170,Gmail,True,Important: Eog Pronghorn Bldg
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00171.png,1,171,Mobile,False,Important: Photoshop Windows Office
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00172.png,1,172,Gmail,False,Norton AD
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00173.png,0,173,Mobile,False,Important: Role Description For
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00174.png,0,174,Outlook,False,Important: Meter Dec Daren
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00175.png,1,175,Outlook,True,Important: Urgent Safeharbor Department
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00176.png,0,176,Gmail,True,Here's a weird and wacky problem:I'm currently out...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00177.png,0,177,Gmail,False,Important: Thank You Vince
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00178.png,1,178,Mobile,False,"BODY {font-family=""Arial""}"
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00179.png,1,179,Gmail,True,CENTRAL BANK OF NIGERIA
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00180.png,0,180,Mobile,False,Paul> I suspect the best answer is to make the DBM...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00181.png,0,181,Gmail,False,Important: Alt Iii Alt
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00182.png,0,182,Outlook,False,Important: Texas Logistics Info
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00183.png,0,183,Outlook,False,Important: Videoconferences Enron Team
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00184.png,0,184,Outlook,False,>>From the Hoax or Hack Dept:
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00185.png,0,185,Gmail,True,Important: Current Drafts Highstar
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00186.png,0,186,Gmail,True,Important: Syntax Semantics Gradable
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00187.png,0,187,Outlook,True,Important: Emily First Pictures
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00188.png,0,188,Gmail,True,Important: Revised Bullets Usgt
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00189.png,0,189,Mobile,False,"Filled with useful examples and the depth, clarity..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00190.png,1,190,Mobile,False,"HELLO,I AM A CITIZEN OF ZAIRE, SON OF THE LATE FOR..."
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00191.png,1,191,Mobile,True,Important: Dear Website Operator
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00192.png,0,192,Outlook,False,Important: New Books Bilingualism
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00193.png,0,193,Mobile,False,Make sure you rebuild as root and you're in the di...
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00194.png,0,194,Gmail,True,Important: Waco Visit Great
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00195.png,1,195,Mobile,True,Important: Want See The
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00196.png,0,196,Mobile,True,Important: Project Seabreeze Write
